JRC_SAM_Ghana_2015 (Millions of Ghanaian Cedis)
Year,Spending Agent,Spending Agent (Macro-SAM Account),Spending Agent (Code),Receiving Agent,Receiving Agent (Macro-SAM Account),Receiving Agent (Code),Value
2015,Accommodation and food services (activities),Activities,a_hotl,Pulses (marketed commodities),Commodities,c_puls,43.66202821988920
2015,Accommodation and food services (activities),Activities,a_hotl,Real estate activities (marketed commodities),Commodities,c_real,40.25882240975970
2015,Accommodation and food services (activities),Activities,a_hotl,Rice (marketed commodities),Commodities,c_rice,41.92288228638980
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Ashanti (Factors - Labour),Factors,flab_rur_SSK_Ash,18.94359038695840
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Brong Ahafo (Factors - Labour),Factors,flab_rur_SSK_BrA,64.41954491741600
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Central (Factors - Labour),Factors,flab_rur_SSK_Cen,90.45326924611260
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Eastern (Factors - Labour),Factors,flab_rur_SSK_Eas,59.65099667585
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Greater Accra (Factors - Labour),Factors,flab_rur_SSK_Acc,107.43743622583900
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Northern (Factors - Labour),Factors,flab_rur_SSK_Nor,4.311658790837790
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Upper East (Factors - Labour),Factors,flab_rur_SSK_UpE,5.45874740599552
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Upper West (Factors - Labour),Factors,flab_rur_SSK_UpW,7.598480685378830
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Volta (Factors - Labour),Factors,flab_rur_SSK_Vol,13.67290691215900
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Semi-skilled labour Western (Factors - Labour),Factors,flab_rur_SSK_Wes,73.70624302416430
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Ashanti (Factors - Labour),Factors,flab_rur_SKL_Ash,0.08373763106756330
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Brong Ahafo (Factors - Labour),Factors,flab_rur_SKL_BrA,0.04377723375333430
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Central (Factors - Labour),Factors,flab_rur_SKL_Cen,0.05206181834636730
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Eastern (Factors - Labour),Factors,flab_rur_SKL_Eas,0.07077584217696490
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Greater Accra (Factors - Labour),Factors,flab_rur_SKL_Acc,0.025265363571215800
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Northern (Factors - Labour),Factors,flab_rur_SKL_Nor,0.037740668189368100
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Upper East (Factors - Labour),Factors,flab_rur_SKL_UpE,0.013887247849035600
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Upper West (Factors - Labour),Factors,flab_rur_SKL_UpW,0.007592780568685820
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Volta (Factors - Labour),Factors,flab_rur_SKL_Vol,0.05244931766951060
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Skilled labour Western (Factors - Labour),Factors,flab_rur_SKL_Wes,0.05803065774773820
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Unskilled labour Central (Factors - Labour),Factors,flab_rur_USK_Cen,31.532398208862800
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Unskilled labour Northern (Factors - Labour),Factors,flab_rur_USK_Nor,293.72949923552300
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Unskilled labour Upper East (Factors - Labour),Factors,flab_rur_USK_UpE,10.060460068295700
2015,Accommodation and food services (activities),Activities,a_hotl,Rural- Unskilled labour Upper West (Factors - Labour),Factors,flab_rur_USK_UpW,5.8164933265062
2015,Accommodation and food services (activities),Activities,a_hotl,Sorghum and millet (marketed commodities),Commodities,c_sorg,93.35619889657180
2015,Accommodation and food services (activities),Activities,a_hotl,Sugar refining (marketed commodities),Commodities,c_sref,81.89902957804630
2015,Accommodation and food services (activities),Activities,a_hotl,Textiles (marketed commodities),Commodities,c_text,18.943966225876000
2015,Accommodation and food services (activities),Activities,a_hotl,Transportation and storage (marketed commodities),Commodities,c_tran,52.38168172881710
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Ashanti (Factors - Labour),Factors,flab_urb_SSK_Ash,141.57692768876900
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Brong Ahafo (Factors - Labour),Factors,flab_urb_SSK_BrA,37.539109142700600
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Central (Factors - Labour),Factors,flab_urb_SSK_Cen,50.92752541105510
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Eastern (Factors - Labour),Factors,flab_urb_SSK_Eas,104.33923510663200
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Greater Accra (Factors - Labour),Factors,flab_urb_SSK_Acc,445.6725226712750
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Northern (Factors - Labour),Factors,flab_urb_SSK_Nor,19.667824490261600
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Upper East (Factors - Labour),Factors,flab_urb_SSK_UpE,5.5585716644933800
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Upper West (Factors - Labour),Factors,flab_urb_SSK_UpW,4.213247740368750
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Volta (Factors - Labour),Factors,flab_urb_SSK_Vol,54.34315864384060
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Semi-skilled labour Western (Factors - Labour),Factors,flab_urb_SSK_Wes,76.03226052492700
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Skilled labour Ashanti (Factors - Labour),Factors,flab_urb_SKL_Ash,6.627015653562500
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Skilled labour Eastern (Factors - Labour),Factors,flab_urb_SKL_Eas,5.45608717411663
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Skilled labour Upper West (Factors - Labour),Factors,flab_urb_SKL_UpW,0.05441000101671610
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Unskilled labour Ashanti (Factors - Labour),Factors,flab_urb_USK_Ash,54.58229034627170
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Unskilled labour Central (Factors - Labour),Factors,flab_urb_USK_Cen,9.506500846864390
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Unskilled labour Greater Accra (Factors - Labour),Factors,flab_urb_USK_Acc,301.57641943648200
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Unskilled labour Northern (Factors - Labour),Factors,flab_urb_USK_Nor,50.69579108774810
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Unskilled labour Upper East (Factors - Labour),Factors,flab_urb_USK_UpE,12.02393432631810
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Unskilled labour Upper West (Factors - Labour),Factors,flab_urb_USK_UpW,2.667988082569390
2015,Accommodation and food services (activities),Activities,a_hotl,Urban- Unskilled labour Volta (Factors - Labour),Factors,flab_urb_USK_Vol,164.1086082002160
2015,Accommodation and food services (activities),Activities,a_hotl,Vegetables (marketed commodities),Commodities,c_vege,145.05905475917200
2015,Accommodation and food services (activities),Activities,a_hotl,Water supply and sewage (marketed commodities),Commodities,c_watr,73.79865491869650
2015,Accommodation and food services (activities),Activities,a_hotl,Wholesale and retail trade (marketed commodities),Commodities,c_trad,14.280203853136000
2015,Accommodation and food services (marketed commodities),Commodities,c_hotl,Accommodation and food services (activities),Activities,a_hotl,11215.460006900100
2015,Accommodation and food services (marketed commodities),Commodities,c_hotl,Rest of world,Other accounts,row,2074.228327179280
2015,Accommodation and food services (marketed commodities),Commodities,c_hotl,Taxes - export,Other accounts,saltax,301.2471275076710
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Capital - crops (Factors - Capital),Factors,fcap_c,338.4147103078500
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Capital - livestock (Factors - Capital),Factors,fcap_l,98.7582330215165
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Capital - other (Factors - Capital),Factors,fcap_n,3.3285698962284100
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Cassava (home consumed commodities),Home consumed commodities,ch_cass,1.327347208998050
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Cassava (marketed commodities),Commodities,c_cass,1.4455911564698200
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Cattle (home consumed commodities),Home consumed commodities,ch_catt,0.031173360497490400
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Cattle (marketed commodities),Commodities,c_catt,34.84713777774750
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Chemicals (marketed commodities),Commodities,c_chem,81.56127295629070
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Construction (marketed commodities),Commodities,c_cons,9.487379531727750
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,"Electricity, gas and steam (marketed commodities)",Commodities,c_elec,2.535964917148250
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Finance and insurance (marketed commodities),Commodities,c_fsrv,0.01981212985823060
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Grain milling (marketed commodities),Commodities,c_gmll,39.345696092810100
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Groundnuts (home consumed commodities),Home consumed commodities,ch_gnut,0.0011129404554588600
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Groundnuts (marketed commodities),Commodities,c_gnut,0.05272554851895260
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Health and social work (marketed commodities),Commodities,c_heal,30.71616312300190
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Land - agricultural crops Ashanti (Factors - Land),Factors,fland_Ash,977.6805959265930
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Machinery and equipment (marketed commodities),Commodities,c_mach,3.7489242219228600
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Maize (home consumed commodities),Home consumed commodities,ch_maiz,0.2684903488044340
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Maize (marketed commodities),Commodities,c_maiz,0.5763358482152630
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,"Meat, fish and dairy (marketed commodities)",Commodities,c_meat,0.017338067320256800
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Metals and metal products (marketed commodities),Commodities,c_metl,24.201837916718000
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Other livestock (home consumed commodities),Home consumed commodities,ch_oliv,0.003929570283197460
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Other livestock (marketed commodities),Commodities,c_oliv,0.9309908506567610
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Other mining (marketed commodities),Commodities,c_omin,0.02295277038074320
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Other oilseeds (home consumed commodities),Home consumed commodities,ch_oils,0.0029115999284023
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Other oilseeds (marketed commodities),Commodities,c_oils,0.49469492250774500
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Petroleum (marketed commodities),Commodities,c_petr,17.64351338565800
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Poultry (home consumed commodities),Home consumed commodities,ch_poul,0.09424917044007970
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Poultry (marketed commodities),Commodities,c_poul,1.9168800040127400
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Pulses (home consumed commodities),Home consumed commodities,ch_puls,0.016170699759278100
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Pulses (marketed commodities),Commodities,c_puls,0.041258281026978700
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Real estate activities (marketed commodities),Commodities,c_real,19.46922759246490
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Rice (home consumed commodities),Home consumed commodities,ch_rice,0.07842102055353160
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Rice (marketed commodities),Commodities,c_rice,2.268127813953640
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Rural- Semi-skilled labour Ashanti (Factors - Labour),Factors,flab_rur_SSK_Ash,254.3017710268070
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Rural- Skilled labour Ashanti (Factors - Labour),Factors,flab_rur_SKL_Ash,2.672778553832870
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Rural- Unskilled labour Ashanti (Factors - Labour),Factors,flab_rur_USK_Ash,364.04135594437600
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Sorghum and millet (home consumed commodities),Home consumed commodities,ch_sorg,0.0013434781159312400
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Sorghum and millet (marketed commodities),Commodities,c_sorg,0.0001922654677103400
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Textiles (marketed commodities),Commodities,c_text,41.991788207604000
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Transportation and storage (marketed commodities),Commodities,c_tran,2.7487221704845000
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Urban- Semi-skilled labour Ashanti (Factors - Labour),Factors,flab_urb_SSK_Ash,94.68668651890410
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Urban- Skilled labour Ashanti (Factors - Labour),Factors,flab_urb_SKL_Ash,1.9481707804154800
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Urban- Unskilled labour Ashanti (Factors - Labour),Factors,flab_urb_USK_Ash,84.30953563319360
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Vegetables (home consumed commodities),Home consumed commodities,ch_vege,0.02780415543198680
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Vegetables (marketed commodities),Commodities,c_vege,1.2990458407562900
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Wholesale and retail trade (marketed commodities),Commodities,c_trad,1.0247810117020800
2015,Ashanti (Activities-Households as producers),Activities-Households as producers,ah_f_Ash,Wood and paper (marketed commodities),Commodities,c_wood,11.025799452049300
2015,Beverages (activities),Activities,a_beve,Beverages (marketed commodities),Commodities,c_beve,77.5477870696827
2015,Beverages (activities),Activities,a_beve,Business services (marketed commodities),Commodities,c_bsrv,20.67794209131500
2015,Beverages (activities),Activities,a_beve,Capital - other (Factors - Capital),Factors,fcap_n,302.3344851441980
2015,Beverages (activities),Activities,a_beve,Cassava (marketed commodities),Commodities,c_cass,2.4902087137228300
2015,Beverages (activities),Activities,a_beve,Chemicals (marketed commodities),Commodities,c_chem,120.97817614534800
2015,Beverages (activities),Activities,a_beve,Clothing (marketed commodities),Commodities,c_clth,2.802333439079010
2015,Beverages (activities),Activities,a_beve,"Electricity, gas and steam (marketed commodities)",Commodities,c_elec,7.7336378382896100
2015,Beverages (activities),Activities,a_beve,Fats and oils (marketed commodities),Commodities,c_foil,1.9994493127802200
2015,Beverages (activities),Activities,a_beve,Finance and insurance (marketed commodities),Commodities,c_fsrv,3.6542586027272600
2015,Beverages (activities),Activities,a_beve,Forestry (marketed commodities),Commodities,c_fore,2.140007360452370
2015,Beverages (activities),Activities,a_beve,Grain milling (marketed commodities),Commodities,c_gmll,23.3543152396234
2015,Beverages (activities),Activities,a_beve,Information and communication (marketed commodities),Commodities,c_comm,2.156734446812840
2015,Beverages (activities),Activities,a_beve,Machinery and equipment (marketed commodities),Commodities,c_mach,17.22794822917340
2015,Beverages (activities),Activities,a_beve,Maize (marketed commodities),Commodities,c_maiz,21.88501924419760
2015,Beverages (activities),Activities,a_beve,"Meat, fish and dairy (marketed commodities)",Commodities,c_meat,2.652823827927840
2015,Beverages (activities),Activities,a_beve,Metals and metal products (marketed commodities),Commodities,c_metl,7.796540181493350
2015,Beverages (activities),Activities,a_beve,Non-metal minerals (marketed commodities),Commodities,c_nmet,25.444154489560500
2015,Beverages (activities),Activities,a_beve,Other foods (marketed commodities),Commodities,c_food,72.34707765405010
2015,Beverages (activities),Activities,a_beve,Other oilseeds (marketed commodities),Commodities,c_oils,12.574660096369000
2015,Beverages (activities),Activities,a_beve,Petroleum (marketed commodities),Commodities,c_petr,27.64107954227000
2015,Beverages (activities),Activities,a_beve,Real estate activities (marketed commodities),Commodities,c_real,2.665527351824920
2015,Beverages (activities),Activities,a_beve,Rice (marketed commodities),Commodities,c_rice,1.0881793919999600
2015,Beverages (activities),Activities,a_beve,Rural- Semi-skilled labour Ashanti (Factors - Labour),Factors,flab_rur_SSK_Ash,17.566891512615700
2015,Beverages (activities),Activities,a_beve,Rural- Semi-skilled labour Central (Factors - Labour),Factors,flab_rur_SSK_Cen,7.186012704630810
2015,Beverages (activities),Activities,a_beve,Rural- Semi-skilled labour Eastern (Factors - Labour),Factors,flab_rur_SSK_Eas,7.476263656326120
2015,Beverages (activities),Activities,a_beve,Rural- Semi-skilled labour Greater Accra (Factors - Labour),Factors,flab_rur_SSK_Acc,10.368236549797200
2015,Beverages (activities),Activities,a_beve,Rural- Semi-skilled labour Northern (Factors - Labour),Factors,flab_rur_SSK_Nor,1.493726481754640
2015,Beverages (activities),Activities,a_beve,Rural- Semi-skilled labour Upper East (Factors - Labour),Factors,flab_rur_SSK_UpE,1.115704541041340
2015,Beverages (activities),Activities,a_beve,Rural- Semi-skilled labour Upper West (Factors - Labour),Factors,flab_rur_SSK_UpW,1.0738712628635700
2015,Beverages (activities),Activities,a_beve,Rural- Semi-skilled labour Volta (Factors - Labour),Factors,flab_rur_SSK_Vol,1.2587970987339800
2015,Beverages (activities),Activities,a_beve,Rural- Semi-skilled labour Western (Factors - Labour),Factors,flab_rur_SSK_Wes,15.443325879854200
2015,Beverages (activities),Activities,a_beve,Rural- Unskilled labour Brong Ahafo (Factors - Labour),Factors,flab_rur_USK_BrA,9.653867573761300
2015,Beverages (activities),Activities,a_beve,Rural- Unskilled labour Upper East (Factors - Labour),Factors,flab_rur_USK_UpE,7.9508928338755300
2015,Beverages (activities),Activities,a_beve,Rural- Unskilled labour Upper West (Factors - Labour),Factors,flab_rur_USK_UpW,0.5914439582046640
2015,Beverages (activities),Activities,a_beve,Rural- Unskilled labour Western (Factors - Labour),Factors,flab_rur_USK_Wes,16.492138061762400
2015,Beverages (activities),Activities,a_beve,Sorghum and millet (marketed commodities),Commodities,c_sorg,52.79472133544500
2015,Beverages (activities),Activities,a_beve,Sugar refining (marketed commodities),Commodities,c_sref,91.80197348446300
2015,Beverages (activities),Activities,a_beve,Textiles (marketed commodities),Commodities,c_text,3.819168011442440
2015,Beverages (activities),Activities,a_beve,Transportation and storage (marketed commodities),Commodities,c_tran,9.04683005638914
2015,Beverages (activities),Activities,a_beve,Urban- Semi-skilled labour Ashanti (Factors - Labour),Factors,flab_urb_SSK_Ash,8.493541720135770
2015,Beverages (activities),Activities,a_beve,Urban- Semi-skilled labour Brong Ahafo (Factors - Labour),Factors,flab_urb_SSK_BrA,1.3988072789508100
2015,Beverages (activities),Activities,a_beve,Urban- Semi-skilled labour Central (Factors - Labour),Factors,flab_urb_SSK_Cen,2.068969054347950
2015,Beverages (activities),Activities,a_beve,Urban- Semi-skilled labour Eastern (Factors - Labour),Factors,flab_urb_SSK_Eas,10.101348708171
2015,Beverages (activities),Activities,a_beve,Urban- Semi-skilled labour Greater Accra (Factors - Labour),Factors,flab_urb_SSK_Acc,15.942571042888400
2015,Beverages (activities),Activities,a_beve,Urban- Semi-skilled labour Upper East (Factors - Labour),Factors,flab_urb_SSK_UpE,0.4548025855485760
2015,Beverages (activities),Activities,a_beve,Urban- Semi-skilled labour Upper West (Factors - Labour),Factors,flab_urb_SSK_UpW,0.21109873780428200
2015,Beverages (activities),Activities,a_beve,Urban- Semi-skilled labour Volta (Factors - Labour),Factors,flab_urb_SSK_Vol,1.5391055565565500
2015,Beverages (activities),Activities,a_beve,Urban- Semi-skilled labour Western (Factors - Labour),Factors,flab_urb_SSK_Wes,6.880613436216690
2015,Beverages (activities),Activities,a_beve,Urban- Skilled labour Ashanti (Factors - Labour),Factors,flab_urb_SKL_Ash,0.020195682574082900
2015,Beverages (activities),Activities,a_beve,Urban- Skilled labour Greater Accra (Factors - Labour),Factors,flab_urb_SKL_Acc,0.22456960429619900
2015,Beverages (activities),Activities,a_beve,Urban- Skilled labour Upper West (Factors - Labour),Factors,flab_urb_SKL_UpW,0.00110217381225637
2015,Beverages (activities),Activities,a_beve,Urban- Unskilled labour Brong Ahafo (Factors - Labour),Factors,flab_urb_USK_BrA,3.8591595135292700
2015,Beverages (activities),Activities,a_beve,Urban- Unskilled labour Upper East (Factors - Labour),Factors,flab_urb_USK_UpE,2.492926314042190
2015,Beverages (activities),Activities,a_beve,Urban- Unskilled labour Upper West (Factors - Labour),Factors,flab_urb_USK_UpW,0.028603331550296500
2015,Beverages (activities),Activities,a_beve,Water supply and sewage (marketed commodities),Commodities,c_watr,1.300606074334570
2015,Beverages (activities),Activities,a_beve,Wholesale and retail trade (marketed commodities),Commodities,c_trad,1.1251845243781400
2015,Beverages (activities),Activities,a_beve,Wood and paper (marketed commodities),Commodities,c_wood,14.999598282821300
2015,Beverages (marketed commodities),Commodities,c_beve,Beverages (activities),Activities,a_beve,1085.4690140378200
2015,Beverages (marketed commodities),Commodities,c_beve,Rest of world,Other accounts,row,431.94283444714000
2015,Beverages (marketed commodities),Commodities,c_beve,Taxes - export,Other accounts,saltax,467.3458670811330
2015,Beverages (marketed commodities),Commodities,c_beve,Taxes - import,Other accounts,imptax,93.9849423585475
2015,Beverages (marketed commodities),Commodities,c_beve,Trade and transport margin,Other accounts,trcost,634.5144048487580
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Capital - crops (Factors - Capital),Factors,fcap_c,465.96235212661900
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Capital - livestock (Factors - Capital),Factors,fcap_l,81.4213394494595
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Capital - other (Factors - Capital),Factors,fcap_n,24.886224262614500
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Cassava (home consumed commodities),Home consumed commodities,ch_cass,0.8013605401949470
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Cassava (marketed commodities),Commodities,c_cass,0.9759739564114360
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Cattle (home consumed commodities),Home consumed commodities,ch_catt,0.043293948108006600
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Cattle (marketed commodities),Commodities,c_catt,50.50635998950610
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Chemicals (marketed commodities),Commodities,c_chem,149.07705299169700
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Coffee and tea (marketed commodities),Commodities,c_coff,0.09525235201873120
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Construction (marketed commodities),Commodities,c_cons,7.859001975004480
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,"Electricity, gas and steam (marketed commodities)",Commodities,c_elec,4.688386219743620
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Finance and insurance (marketed commodities),Commodities,c_fsrv,0.148126409281778
2015,Brong Ahafo (Activities-Households as producers),Activities-Households as producers,ah_f_BrA,Grain milling (marketed commodities),Commodities,c_gmll,36.304667776655800
